state,city,event_type,count
Beijing,Guiyang,product,8
Maranhão,Barra do Corda,department,8
Maranhão,Barra do Corda,cart,8
Beijing,Hami,department,8
Zhejiang,Tonghua,product,8
Mato Grosso,Sorriso,cart,8
Sergipe,Taiçoca,department,8
Rio de Janeiro,Rio de Janeiro,cancel,8
California,Sacramento,cart,8
Fujian,Hefei,product,8
Shanghai,Harbin,department,8
Fujian,Foshan,cart,8
Arizona,Glendale,department,8
Jiangsu,Hokkai,product,8
Jiangsu,Hengyang,department,8
Comunidad de Madrid,Madrid,home,8
Maranhão,Paço do Lumiar,product,8
Jiangsu,Jiangmen,cart,8
Michigan,Detroit,department,8
Hubei,Dalian,department,8
Hubei,Dongguan,product,8
Fujian,Foshan,department,8
Nordrhein-Westfalen,Gelsenkirchen,cart,8
Hubei,Chongqing,cart,8
Shandong,Guangzhou,product,8
Xinjiang Uygur Autonomous Region,Shenyang,cart,8
England,Liverpool,department,8
Henan,Chengdu,department,8
Jiangsu,Hefei,department,8
Tianjin,Huaibei,cart,8
Jiangsu,Harbin,product,8
Zhejiang,Zhengzhou,department,8
Shandong,Nanyang,product,8
Henan,Shanghai,purchase,8
Hunan,Barin Guo Yu Mongolu Autonomous Prefecture,department,8
Henan,Haikou,department,8
Minas Gerais,Esmeraldas,cart,8
Chongqing,Changsha,department,8
Jiangsu,Chongqing,department,8
California,Bakersfield,cart,8
Maryland,Darnestown,product,8
North Carolina,Raleigh,cart,8
Minas Gerais,Esmeraldas,product,8
Massachusetts,Boston,cart,8
Guangdong,NanNing,product,8
Zhejiang,Shijiazhuang,product,8
Shandong,Huzhou,product,8
Hunan,Dongguan,cart,8
North Carolina,Winston-Salem,cart,8
Rio de Janeiro,Itaboraí,department,8
Liaoning,Wuzhong,department,8
Inner Mongolia Autonomous Region,Shanghai,product,8
Jiangsu,Zhangzhou,department,8
Jiangsu,Zhangzhou,product,8
Shanghai,Fuzhou,cart,8
Liaoning,Wuhan,department,8
Gyeonggi-do,Uijeongbuxi,cart,8
São Paulo,Ribeirão Preto,department,8
São Paulo,Ubatuba,cart,8
Jiangsu,Fuzhou,product,8
Anhui,Zhengzhou,product,8
Hubei,Xi'an,cart,8
Henan,Kunming,product,8
Jiangsu,Beijing,cancel,8
Comunidad Valenciana,Valencia,cart,8
Jiangsu,Wenzhou,department,8
Île-de-France,Montreuil,cart,7
Jilin,Nanjing,product,7
Wisconsin,Milwaukee,cart,7
Beijing,Wenzhou,cart,7
Beijing,Zhangzhou,cart,7
North Carolina,Durham,product,7
Bayern,München,cart,7
Chungcheongnam-do,Cheonan City,cart,7
Goiás,Goiânia,cart,7
Chungcheongnam-do,Asan City,cart,7
Nebraska,Omaha,department,7
Beijing,Weihai,product,7
New Mexico,Albuquerque,cart,7
Zhejiang,Changde,department,7
São Paulo,São Paulo,home,7
Xinjiang Uygur Autonomous Region,Anyang,cart,7
São Paulo,São José do Rio Pardo,department,7
Bahia,Camaçari,product,7
Guangdong,Changchun,cart,7
Gyeonggi-do,Siheung City,product,7
Jilin,Shenzhen,cancel,7
Guizhou,Dalian,cart,7
Bagmati region,Beijing,department,7
England,Leeds,department,7
Wisconsin,Madison,product,7
São Paulo,Sumaré,product,7
Guangxi Zhuang Autonomous Region,Wuhan,product,7
Nevada,Las Vegas,home,7
Beijing,Xingtai,department,7
Jiangsu,Handan,cart,7
Chungcheongnam-do,Asan City,product,7
Hebei,Jining,product,7
South Carolina,Columbia,product,7
Goiás,Cristalina,department,7
England,Leeds,product,7
Hebei,Shenzhen,department,7
Gyeonggi-do,Siheung City,department,7
Shandong,Shanghai,department,7
Tianjin,Fuzhou,product,7
Beijing,Hengshui,department,7
Ningxia Hui Autonomous Region,Shenzhen,product,7
New York,Orange Lake,product,7
England,Plymouth,cart,7
Amazonas,Colônia Boa Vista,cart,7
Bahia,Lauro de Freitas,department,7
Goiás,Águas Lindas de Goiás,product,7
Inner Mongolia Autonomous Region,Wuhan,department,7
Hainan,Shanghai,cart,7
Beijing,Harbin,product,7
Bahia,Lauro de Freitas,cart,7
Hainan,Suzhou,department,7
Beijing,Harbin,department,7
Tennessee,Memphis,cart,7
Jiangsu,Shenyang,department,7
Gyeonggi-do,Gimpo City,cart,7
Shandong,Ningbo,product,7
Beijing,Luoyang,cart,7
Gyeonggi-do,Copper City,product,7
Nouvelle-Aquitaine,Bordeaux,product,7
Shandong,Shan Tou,product,7
Hebei,City of Yantai,product,7
Chongqing,Fuyang,product,7
São Paulo,Itanhaém,product,7
Tianjin,Shanghai,department,7
Santa Catarina,Araranguá,product,7
Santa Catarina,Araranguá,cart,7
São Paulo,Guarujá,product,7
Yunnan,Beijing,cart,7
California,Stockton,product,7
Inner Mongolia Autonomous Region,Shanghai,department,7
Niedersachsen,Hannover,product,7
Shandong,Dongguan,product,7
Tianjin,Huainan,cart,7
Gansu province,Xi'an,department,7
Guangdong,Baoding,department,7
Gyeongsangbuk-do,Pohang City,cart,7
New South Wales,Central Coast,product,7
Espírito Santo,Serra,cart,7
Jeju Special Self-Governing Province,Seogwipo City,cart,7
Jilin,Baotou,product,7
Scotland,Glasgow,department,7
Île-de-France,Paris,cancel,7
Chongqing,Putian,cart,7
Guizhou,Guilin,product,7
Jilin,Jinan,product,7
Chiba,Funabashi City,product,7
Chiba,Funabashi City,department,7
Wisconsin,Milwaukee,department,7
Guizhou,Ganzhou,cart,7
Jiangxi,Wuxi,department,7
Gyeongsangbuk-do,Pohang City,department,7
Tianjin,Huaibei,department,7
Islas Baleares,Palma,department,7
Queensland,Brisbane,cancel,7
Shandong,Linyi,product,7
Incheon Metropolitan City,Incheon Metropolitan City,home,7
Tennessee,Nashville,department,7
Provence-Alpes-Côte d'Azur,Marseille,cancel,7
Nordrhein-Westfalen,Essen,product,7
Shandong,Guangzhou,department,7
Yunnan,Xining,cart,7
Guizhou,Shijiazhuang,department,7
Queensland,Brisbane,home,7
Shaanxi,Shanghai,cart,7
Nordrhein-Westfalen,Düsseldorf,department,7
Virginia,Chesapeake,cart,7
Jiangsu,Dalian,department,7
Shanghai,Beijing,home,7
Sichuan,Shenzhen,cart,7
Henan,Chat,department,7
Hunan,Foshan,cart,7
Pernambuco,Cabo de Santo Agostinho,product,7
Texas,Fort Worth,product,7
Henan,Guangzhou,cart,7
Hunan,Dongguan,department,7
Anhui,Taizhou,cart,7
Shanxi,Guiyang,product,7
Guangdong,Shijiazhuang,product,7
Hunan,Changchun,cart,7
Fujian,Pingxiang,product,7
Minas Gerais,Esmeraldas,department,7
Zhejiang,Suzhou,product,7
Hunan,Barin Guo Yu Mongolu Autonomous Prefecture,cart,7
Liaoning,大连市,product,7
Hunan,Baoding,department,7
Rio Grande do Sul,São Gabriel,cart,7
Guangdong,Shijiazhuang,cart,7
Hubei,Zhengzhou,department,7
Guangdong,Huizhou,product,7
Hunan,Foshan,department,7
Zhejiang,Shangrao,product,7
Zhejiang,Lan'Zhou,cart,7
Wallonia,Liège,product,7
Shanxi,Tianjin,department,7
Guangdong,Xianyang,product,7
Zhejiang,Langfang,department,7
Guangdong,Xianyang,department,7
Hunan,Taian,product,7
São Paulo,São Sebastião,product,7
Liaoning,Huizhou,department,7
Minas Gerais,Muriaé,product,7
California,Fresno,cart,7
Bremen,Bremen,cart,7
Anhui,Guiyang,department,7
Guangdong,Xiamen,cart,7
Guangdong,Wuhan,purchase,7
Texas,El Paso,cart,7
Anhui,Jinzhou,product,7
California,Fontana,cart,7
Hunan,NanNing,product,7
Guangdong,Hefei,department,7
Anhui,Pingliang,cart,7
Guangdong,Huzhou,department,7
Hubei,Xi'an,product,7
Zhejiang,Tianjin,department,7
Florida,Miramar,department,7
Michigan,Detroit,cart,7
Guangdong,Shanghai,cancel,7
Shanghai,Weihai,product,7
Guangdong,Shan Tou,cart,7
Guangdong,Qingyang,product,7
Guangdong,Qingyang,cart,7
Fujian,Baoding,product,7
Shanghai,Taiyuan,product,7
Shanghai,Suihua,product,7
Shanghai,Suihua,cart,7
Australian Capital Territory,Canberra,cart,7
Shanghai,Shenzhen,product,7
Shanghai,Shanghai,cancel,7
País Vasco,Bilbao,product,7
Arkansas,Fayetteville,department,7
Shanghai,Jilin,cart,7
Shanghai,Jilin,product,7
Shanghai,Meishan,product,7
Shanghai,Nanchong,product,7
Fujian,Changzhou,product,7
Henan,Wuhan,product,7
Comunidad de Madrid,Madrid,cancel,7
Shanghai,Yueyang,product,7
Aragón,Zaragoza,cart,7
Zhejiang,Tonghua,cart,7
Maranhão,Açailândia,department,7
Hubei,Suzhou,product,7
Shanxi,Aksu area,cart,7
Hubei,Nantong,product,7
Guangdong,Jinan,product,7
Henan,Shenzhen,department,7
Shanghai,Harbin,product,7
Guangdong,Shanghai,home,7
Maranhão,Lago Verde,department,7
Florida,Orlando,product,7
Hubei,Foshan,department,7
Shanghai,Yangquan,product,7
Guangdong,Shangqiu,product,7
Henan,Taizhou,product,7
Comunidad de Madrid,Madrid,purchase,7
Pará,Marituba,cart,7
Shanxi,Xi'an,department,7
Tianjin,Chengdu,department,7
Guangxi Zhuang Autonomous Region,Beijing,product,7
Missouri,Columbia,department,7
Shanxi,Zhengzhou,cart,7
Heilongjiang,Jinhua,product,7
Hebei,Xianyang,cart,7
Hebei,Xianyang,department,7
Fukuoka,Fukuoka City,department,7
Hunan,Zhangzhou,product,7
Daegu Metropolitan City,Daegu Metropolitan City,cancel,7
Galicia,Vigo,department,7
Shanxi,Xinyang,product,7
Zhejiang,Foshan,department,7
Sichuan,Guiyang,department,7
Guangdong,Guangzhou,cart,7
Kanagawa,Sagamihara City,department,7
Zhejiang,Jiangmen,cart,7
Florida,Tampa,product,7
Heilongjiang,Jinzhou,product,7
Oregon,Portland,department,7
Sachsen,Leipzig,product,7
Guangxi Zhuang Autonomous Region,Beijing,cart,7
Guangdong,Yinchuan,cart,7
Osaka,Osaka City,cart,7
Daegu Metropolitan City,Daegu Metropolitan City,purchase,7
Ceará,Fortaleza,cancel,7
Tianjin,Zhaoqing,product,7
Hunan,Zhangzhou,cart,7
Liaoning,Beijing,product,7
Guangxi Zhuang Autonomous Region,Shenzhen,department,7
Guangdong,Xingtai,department,7
Gansu province,Guangzhou,cart,7
Texas,Dallas,product,7
Liaoning,Foshan,department,7
Florida,Cape Coral,product,7
Guangdong,Zhanjiang,cart,7
Florida,Greenacres,department,7
Hebei,Urumqi,product,7
Sachsen,Dresden,product,7
Guangdong,Yili Kazakh Autonomous Prefecture,cart,7
Heilongjiang,Chengdu,product,7
Pernambuco,Santa Cruz do Capibaribe,product,7
Liaoning,Beijing,department,7
Hebei,Wuhan,cart,7
Liaoning,Fuzhou,product,7
Guizhou,Foshan,department,6
Brussels,Schaerbeek,product,6
Guangdong,Liaoyuan,product,6
Guangdong,Liaoyuan,cart,6
Hubei,Handan,product,6
Guangdong,Shangrao,product,6
Hubei,Hangzhou,product,6
Shaanxi,Harbin,department,6
Guangdong,Shangrao,cart,6
Heilongjiang,Changchun,department,6
Gyeongsangnam-do,Gimhae City,cart,6
Guangdong,Kunming,product,6
Guangdong,Shangrao,department,6
California,Riverside,cart,6
Beijing,Handan,cart,6
Rio Grande do Sul,Capão Novo,department,6
Guangdong,Kunming,department,6
Tianjin,Huainan,product,6
Guizhou,Foshan,cart,6
Heilongjiang,Bijie,product,6
Beijing,Hami,product,6
California,Corona,product,6
Hubei,Maanshan,department,6
Inner Mongolia Autonomous Region,Yibin,product,6
Gyeonggi-do,Namyangju City,cart,6
Henan,Shenyang,product,6
Shaanxi,Quanzhou,cart,6
Cataluña,L'Hospitalet de Llobregat,product,6
Shandong,Harbin,department,6
Gyeonggi-do,Siheung City,cart,6
Guangdong,Nanping,product,6
Shaanxi,Nanchang,department,6
Hubei,Changsha,product,6
Guangxi Zhuang Autonomous Region,Xiamen,cart,6
Xinjiang Uygur Autonomous Region,Anyang,department,6
Cataluña,Barcelona,home,6
Hebei,Wenzhou,cart,6
Rio Grande do Sul,Campo Bom,department,6
Tianjin,Dongguan,cart,6
Hubei,Beijing,department,6
Guangxi Zhuang Autonomous Region,White,product,6
Shaanxi,Beijing,product,6
Gyeonggi-do,Uijeongbuxi,department,6
Illinois,Chicago,home,6
Hebei,Taiyuan,product,6
Hessen,Frankfurt am Main,department,6
Henan,Zaozhuang,department,6
Heilongjiang,Beijing,cart,6
Beijing,Handan,department,6
Hebei,Nantong,cart,6
Hebei,Ordos,cart,6
Hebei,Qiqihar,cart,6
Heilongjiang,Anqing,product,6
Guangdong,Longyan,product,6
Guangdong,Shangqiu,cart,6
Gyeonggi-do,Paju City,product,6
Beijing,Chaoyang,department,6
Henan,Yulin,product,6
Jeollabuk do,Jeonju City,department,6
Henan,Wenzhou,product,6
California,San Bernardino,product,6
Gyeonggi-do,Pyeongtaek City,cart,6
Hubei,Dongguan,cart,6
Henan,Xiaogan,cart,6
Guangdong,Bijie,cart,6
Hubei,Taian,product,6
Guangdong,Jiamus,product,6
Inner Mongolia Autonomous Region,Yan'an,department,6
Inner Mongolia Autonomous Region,Foshan,department,6
Inner Mongolia Autonomous Region,Baotou,cart,6
Beijing,Loudi,department,6
Inner Mongolia Autonomous Region,Baotou,department,6
Heilongjiang,Qiqihar,department,6
Beijing,Linxia Hui Autonomous Prefecture,product,6
Hebei,City of Yantai,cart,6
Hunan,NanNing,department,6
Inner Mongolia Autonomous Region,Foshan,cart,6
Victoria,Geelong,product,6
Shaanxi,Southeast Miao Dai Autonomous Prefecture,department,6
Hunan,Kaifeng,product,6
Hebei,Chongqing,cart,6
Guangdong,Hengyang,product,6
Henan,Benxi,product,6
Shaanxi,Yili Kazakh Autonomous Prefecture,cart,6
Beijing,Shaoxing,cart,6
Wallonia,Liège,department,6
Beijing,Shaoxing,department,6
Shaanxi,Urumqi,department,6
Tianjin,Tianjin,cart,6
Guizhou,Shanghai,product,6
Tokyo,Machida City,product,6
Heilongjiang,Taiyuan,product,6
Hunan,Xiangtan,department,6
Hebei,Guangzhou,cart,6
Guizhou,Wuhu,product,6
Hunan,Urumqi,department,6
Beijing,Nanchang,cart,6
California,Torrance,cart,6
Sergipe,Lagarto,cart,6
Guangdong,Haikou,department,6
Hebei,Dali Bai Autonomous Prefecture,cart,6
Guizhou,Shenzhen,home,6
Hunan,Shanghai,department,6
Guizhou,Zhanjiang,cart,6
Sergipe,Lagarto,product,6
Wales,Cardiff,cart,6
Guangdong,Xiamen,department,6
Tokyo,Higashi Kozoi,product,6
Guangdong,Wuhan,cancel,6
California,Los Angeles,cancel,6
Hunan,Fuyang,product,6
Beijing,Handan,product,6
Gyeonggi-do,Gunpo City,department,6
Beijing,Huaihua,department,6
Beijing,Huaihua,cart,6
Inner Mongolia Autonomous Region,Tianjin,cart,6
Heilongjiang,Jinzhou,cart,6
Rio Grande do Sul,Ijuí,department,6
Washington,Seattle,cart,6
Virginia,Richmond,department,6
Shandong,Chengdu,product,6
Beijing,Huaibei,cart,6
Guangdong,Baoji,product,6
Henan,Jiaxing,department,6
Gyeonggi-do,Gwangju City,department,6
Henan,Jining,cart,6
Washington,Redmond,cart,6
California,Huntington Beach,cart,6
Guangdong,Dandong,department,6
Heilongjiang,Dongguan,cart,6
Guangdong,Jilin,cart,6
Hauts-de-France,Lille,product,6
Guizhou,Ganzhou,product,6
Inner Mongolia Autonomous Region,Kaifeng,department,6
Saitama,City,product,6
Wales,Cardiff,product,6
Tianjin,Maoming,product,6
Hunan,Four-stage,department,6
Hebei,Chaoyang,department,6
Virginia,Virginia Beach,product,6
Inner Mongolia Autonomous Region,Shan Tou,department,6
Castilla y León,Valladolid,cart,6
Sergipe,Itabaiana,cart,6
Castilla y León,Valladolid,department,6
Remote territory,Beijing,product,6
Henan,Foshan,product,6
Shaanxi,Nanjing,product,6
California,Moreno Valley,cart,6
Hebei,Baoding,product,6
Heilongjiang,Meizhou,cart,6
Henan,Haikou,cart,6
Guizhou,Guilin,cart,6
Ceará,Itapipoca,department,6
Hebei,Chengdu,product,6
California,Fresno,department,6
District of Columbia,Washington,product,6
Zhejiang,Neijiang,cart,6
Sichuan,Yingkou,department,6
Sichuan,Wuhan,department,6
Pará,Marabá,department,6
Jiangxi,Yongzhou,product,6
Texas,Arlington,cart,6
Sichuan,Taizhou,cart,6
Liaoning,Shanghai,home,6
Ohio,Toledo,cart,6
England,Birmingham,product,6
Nebraska,Omaha,product,6
Bahia,Euclides da Cunha,product,6
Sichuan,Shanghai,department,6
Jilin,Hohhot,product,6
Shanghai,Zhangzhou,product,6
Occitanie,Nîmes,product,6
Shanghai,Zhuzhou,product,6
Chongqing,Xiamen,product,6
Gansu province,Xiamen,product,6
Oklahoma,Tulsa,cart,6
Chung-cheong bukdo,Cheongju City,department,6
Jilin,Lianyungang,cart,6
Gansu province,Xiamen,cart,6
Shanxi,Aksu area,product,6
Colorado,Thornton,department,6
Liaoning,Kunming,product,6
Liaoning,Kunming,department,6
Sichuan,Jilin,department,6
Gansu province,Tangshan,cart,6
Texas,Plano,cart,6
Zhejiang,Qujing,product,6
Jiangxi,Wenzhou,department,6
Andalucía,Dos Hermanas,department,6
England,Bristol,cart,6
Jiangxi,Handan,product,6
Shandong,Shijiazhuang,product,6
Fujian,Shan Tou,product,6
Bahia,Mata de São João,cart,6
Jiangxi,Huizhou,cart,6
Île-de-France,Paris,purchase,6
Occitanie,Toulouse,department,6
Pernambuco,Camocim de São Félix,department,6
Shandong,Suzhou,product,6
Zhejiang,Shaoyang,product,6
Yunnan,Shanghai,cart,6
Espírito Santo,Vila Velha,cart,6
Shandong,Weifang,product,6
Zhejiang,Shaoxing,cart,6
Georgia,Dacula,product,6
Shandong,Wuhan,department,6
Fukuoka,Fukuoka City,cart,6
Extremadura,Mérida,department,6
Shandong,Xingtai,department,6
Liaoning,White,cart,6
Ohio,Columbus,department,6
Zhejiang,Shanghai,department,6
England,Bradford,cart,6
Arizona,Glendale,cart,6
Shanghai,Xianyang,product,6
Liaoning,Tianjin,department,6
Colorado,Thornton,cart,6
Liaoning,Kannada,product,6
Jilin,Qinhuangdao,cart,6
Pará,Barcarena,cart,6
Fujian,Xuzhou,department,6
Baden-Württemberg,Stuttgart,department,6
Zhejiang,Dongguan,department,6
Liaoning,Dongguan,department,6
Anhui,Taizhou,product,6
Shanxi,Xiamen,product,6
Minas Gerais,Patrocínio,product,6
Paraíba,Cabedelo,product,6
Minas Gerais,Paracatu,product,6
Shanxi,Xi'an,product,6
Zhejiang,Harbin,cart,6
Minas Gerais,Ibirité,product,6
Zhejiang,Hefei,department,6
Zhejiang,Hefei,product,6
Liaoning,Beijing,cart,6
Minas Gerais,Ipatinga,cart,6
Colorado,Colorado Springs,department,6
Fujian,Zhangjiakou,department,6
Fujian,Zhangjiakou,product,6
Colorado,Colorado Springs,product,6
Anhui,Hangzhou,cart,6
Zhejiang,Jiaxing,cart,6
Minas Gerais,Ipatinga,department,6
Shanghai,Chengdu,cancel,6
Anhui,Huainan,product,6
Kentucky,Louisville,department,6
Pará,Abaetetuba,cart,6
Minas Gerais,Pouso Alegre,cart,6
Shanxi,Guiyang,department,6
Gansu province,Shenzhen,product,6
Gansu province,Dongying,department,6
Arizona,Apache Junction,department,6
Aragón,Zaragoza,department,6
Shanxi,Chengdu,product,6
Liaoning,Hengshui,department,6
Sichuan,Handan,cart,6
Sichuan,Dezhou,department,6
Jilin,Tianjin,cart,6
Zhejiang,Beijing,cancel,6
Florida,Miramar,product,6
Gansu province,Nanjing,cart,6
Shanxi,Dongguan,product,6
Gansu province,NanNing,product,6
Distrito Federal,Brasília,purchase,6
Liaoning,Handan,product,6
Jilin,Wenzhou,cart,6
Minnesota,Minneapolis,product,6
Jilin,Wenzhou,product,6
Paraná,Curitiba,cancel,6
Minas Gerais,Conselheiro Lafaiete,department,6
Minas Gerais,Vespasiano,product,6
Liaoning,Handan,department,6
Shanxi,Foshan,department,6
Minas Gerais,Divinópolis,product,6
Minas Gerais,Unaí,department,6
Anhui,Zhengzhou,cart,6
Pará,Barcarena,product,6
Shanxi,Guiyang,cart,6
Chongqing,Fuyang,department,6
Pará,Ananindeua,product,6
Ningxia Hui Autonomous Region,Rizhao,cart,6
Xinjiang Uygur Autonomous Region,Nanjing,department,6
Massachusetts,Boston,product,6
England,Coventry,product,6
Shandong,Nanchang,department,6
Shandong,Nanchang,product,6
England,Manchester,cart,6
Maranhão,Santa Luzia,department,6
England,Coventry,cart,6
Bahia,Teixeira de Freitas,product,6
Georgia,Lawrenceville,department,6
Niedersachsen,Braunschweig,department,6
São Paulo,Guarujá,department,6
Xinjiang Uygur Autonomous Region,Nanjing,cart,6
Zhejiang,Taiyuan,department,6
Jiangsu,Taiyuan,cancel,6
Comunidad Valenciana,Valencia,department,6
Fujian,Kunming,department,6
England,Colchester,department,6
São Paulo,Cosmópolis,product,6
São Paulo,Praia Grande,cart,6
Jiangsu,Shangrao,department,6
Chiba,Matsudo City,product,6
Maranhão,São Luís,cancel,6
Shandong,Langfang,department,6
São Paulo,Paulínia,department,6
Fujian,Lianyungang,product,6
Tennessee,Chattanooga,product,6
Chiba,Funabashi City,cart,6
Jiangsu,Hegang,cart,6
Jiangsu,Harbin,department,6
São Paulo,Mirassol,product,6
Jiangsu,Liaoyang,cart,6
Nordrhein-Westfalen,Bonn,department,6
São Paulo,Mairiporã,product,6
Fujian,Lan'Zhou,product,6
Shanghai,Langfang,product,6
São Paulo,Jundiaí,cart,6
Pará,São Félix do Xingu,product,6
North Carolina,Greensboro,product,6
Provence-Alpes-Côte d'Azur,Nice,cart,6
Shanghai,Shanghai,purchase,6
Zhejiang,Taiyuan,product,6
Jiangsu,Zhangzhou,cart,6
Nordrhein-Westfalen,Neuss,product,6
Jiangsu,Zhengzhou,department,6
Chongqing,Chengdu,product,6
Texas,Houston,purchase,6
Yunnan,Guangzhou,department,6
Jiangsu,Zhumadian,product,6
Tennessee,Memphis,department,6
Jiangsu,Yulin,product,6
Normandie,Caen,cart,6
Tianjin,Beijing,department,6
Nordrhein-Westfalen,Paderborn,cart,6
England,Ilford,department,6
Jiangsu,Yichang,cart,6
Zhejiang,Shijiazhuang,department,6
Amazonas,Manaus,home,6
Nouvelle-Aquitaine,Mérignac,cart,6
Jiangxi,Dongguan,cart,6
Jiangxi,Chongqing,product,6
Jiangsu,Xianyang,department,6
São Paulo,Artur Nogueira,cart,6
Shanghai,Guiyang,cancel,6
Shanghai,Tianjin,purchase,6
Mato Grosso,Cuiabá,cart,6
Shanxi,Fuzhou,cart,5
Rio de Janeiro,Duque de Caxias,cancel,5
Anhui,Xiamen,product,5
Anhui,Zhangjiakou,product,5
Guangdong,Mudanjiang,department,5
Australian Capital Territory,Canberra,department,5
Minas Gerais,Divinópolis,department,5
Australian Capital Territory,Canberra,product,5
Hubei,Hangzhou,department,5
Anhui,Shanghai,cancel,5
Sergipe,Sapé,department,5
Florida,Lakeland,department,5
Guangdong,Mianyang,cart,5
